date,name,value,icon
0513,"Pe. Anselmo Borges",1,
0514,"Pessoas que furam a quarentena",1,
0515,"Carolina Loureiro",1,
0516,"Nuno Moura",1,
0517,"Gustavo Santos",1,https://media-manager.noticiasaominuto.com/640/naom_613002dac4937.webp?crop_params=eyJsYW5kc2NhcGUiOnsiY3JvcFdpZHRoIjoxMDc4LCJjcm9wSGVpZ2h0Ijo2MDYsImNyb3BYIjowLCJjcm9wWSI6MH0sInBvcnRyYWl0Ijp7ImNyb3BXaWR0aCI6NjA3LCJjcm9wSGVpZ2h0IjoxMDc5LCJjcm9wWCI6MjIzLCJjcm9wWSI6MX19
0518,"José Malhoa",1,
0518,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0519,"Paulo Cardoso",1,
0520,"Manuela Marle",1,
0521,"Tiago Castro",1,
0521,"Sofia Grilo",1,
0522,"Big Brother",1,
0522,"Cláudio Ramos",1,https://www.atelevisao.com/wp-content/uploads/2024/03/Claudio-Ramos-2-860x490.jpg
0522,"Sónia Jesus",1,
0522,"Angélica Gallettino",1,
0522,"Iury Mellany",1,
0522,"Edmar Teixeira",1,
0522,"Slávia dos Santos",1,
0522,"Jéssica Nogueira",1,
0522,"Ana Catarina França",1,
0522,"Rui Alves",1,
0523,"Big Brother",1,
0523,"Fábio Martins",1,
0523,"Daniel Monteiro",1,
0523,"Daniel Guerreiro",1,
0523,"Hélder Teixeira",1,
0523,"Pedro Alves",1,
0523,"Pedro Soá",1,
0524,"Prós e Contras",1,
0524,"Fátima Campos Ferreira",1,https://cision-wp-files.s3.amazonaws.com/pt/wp-content/uploads/2020/09/11120339/Fatima-Campos1.png
0524,"Mariana Sottomayor",1,
0525,"Marta Temido",1,
0525,"Rodrigo Guedes Fernandes",1,
0526,"Fake News",1,
0526,Polígrafo,1,
0526,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0526,"Camilo Lourenço",1,
0527,"Maya (taróloga)",1,https://dioguinho.com/wp-content/uploads/2024/12/tia-maya-.jpg
0527,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0528,"Frederico Varandas",1,
0528,"Luís Filipe Vieira",1,
0528,"Jorge Nuno Pinto da Costa",1,
0529,"Regina Duarte",1,
0530,"Regina Duarte",1,
0530,"Maitê Proença",1,
0531,"Cláudio Ramos",1,https://www.atelevisao.com/wp-content/uploads/2024/03/Claudio-Ramos-2-860x490.jpg
0531,"Big Brother",1,
0532,"Alexandra Solnado",1,
0533,"Isabel dos Santos",1,
0533,"Jair Bolsonaro",1,
0534,"Hélder Teixeira",1,
0534,"Big Brother",1,
0535,"Hélder Teixeira",1,
0535,"Big Brother",1,
0535,"Daniel  Monteiro",1,
0536,"Joana Latino",1,
0536,"Jéssica Athayde",1,
0537,"David Araújo",1,
0538,"Nel Monteiro",1,
0538,"Júlia Resende",1,
0539,"Jetro Lima",1,
0540,"António Costa",1,
0540,"Marcelo Rebelo de Sousa",1,https://upload.wikimedia.org/wikipedia/commons/6/61/Marcelo_Rebelo_de_Sousa_em_2018.jpg
0540,"Época Balnear",1,
0541,"Banhistas na praia",1,
0541,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0541,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0542,"Joana Amaral Dias",1,https://upload.wikimedia.org/wikipedia/commons/4/42/Foto_JAD_wikipedia.jpg
0543,"César Augusto Moniz",1,
0543,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0544,"Bruno de Carvalho",1,https://upload.wikimedia.org/wikipedia/commons/4/49/Web_Summit_2017_-_SportsTrade_CG1_6831_%2838211885052%29_cropped.jpg
0544,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0545,"Pedro Soá",1,
0545,"Ana Garcia Martins",1,
0546,"Nuno Lobo",1,
0547,Touradas,1,
0548,"Sandra Silva",1,
0549,"Joana Dias",1,
0550,"Fábio Gerardo",1,
0551,"Rafael Braz",1,
0551,"José Carlos Pereira",1,
0552,"Sara Winter",1,
0553,"Carlos Carvalhal",1,
0554,"Rádio Ondas da Cabreira",1,
0555,"Detectives Privados Nuno e Paula",1,
0556,"Salvador Malheiro",1,
0556,"Fernando Medina",1,
0557,"Rui Pedro Braz",1,
0558,"Alexandra Vasconcelos",1,
0559,"André Ventura",1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Andr%C3%A9_Ventura_VIVA_24.jpg/1024px-Andr%C3%A9_Ventura_VIVA_24.jpg
0559,Chega,1,
0559,"Maria Vieira",1,
0560,"André Ventura",1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Andr%C3%A9_Ventura_VIVA_24.jpg/1024px-Andr%C3%A9_Ventura_VIVA_24.jpg
0560,Chega,1,
0561,"Pedro Nuno Santos",1,
0562,"Pessoas Anti Máscara",1,
0563,"Pedro Sanchez",1,
0563,"António Costa",1,
0564,"Damares Alves",1,
0565,"Tiago Paiva",1,
0565,"Mafalda Castro",1,
0565,"Carolina Loureiro",1,
0566,"Leonor Santos",1,
0566,"Tiago Paiva",1,
0567,"Miguel Sousa Tavares",1,
0567,"Inês Sousa Real",1,
0568,"Helena Coelho",1,
0569,"Backstreet Boys",1,
0569,Excesso,1,
0569,D.A.M.A,1,
0569,"Xutos e Pontapés",1,
0569,Santamaria,1,
0569,Perfume,1,
0569,"Paulo Gonzo",1,
0569,"Lúcia Moniz",1,
0569,"João Pedro Pais",1,
0569,GNR,1,
0570,"Fernanda Velez",1,
0570,"Ana Garcia Martins",1,
0570,"Mariana Seara Cardoso",1,
0570,"Bárbara Corby",1,
0571,"Bárbara Corby",1,
0572,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0572,SIC,1,
0572,"Dona Graziela",1,
0572,"Dona Maria José",1,
0572,"Ediberto Lima",1,
0573,"Pedro Guerra",1,
0573,"Joaquim Sousa Martins",1,
0574,"Cláudio Viana",1,
0575,"Rui Pedro Vaz",1,
0576,"Rui Pedro Vaz",1,
0577,"Fãns de Tony Carreira",1,
0578,"Médicos pela Verdade",1,
0578,"Margarida Oliveira",1,
0579,"Joana Dias",1,
0580,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0581,"Jornalistas pela Verdade",1,
0581,"Sérgio Tavares",1,
0582,"Jornalistas pela Verdade",1,
0582,"Sérgio Tavares",1,
0583,"Rádio Comercial",1,
0584,"Fernando Nobre",1,
0584,"Margarida Gomes de Oliveira",1,
0585,"Bárbara Bandeira",1,
0585,"Inês Nogueira",1,
0586,"Ljubomir Stanisic",1,https://upload.wikimedia.org/wikipedia/commons/a/a2/Ljubomir_Stanisic_%28Time_Out_Lisboa%29.png
0586,"Francisco Rodrigues dos Santos (Chicão)",1,
0587,"Paulo Silva",1,
0588,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0588,"Haters de Cristina Ferreira",1,
0589,"Diogo Faro",1,
0590,"Isabel Figueira",1,
0590,"Rita Pereira",1,
0591,Conspiracionistas,1,
0591,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0592,"Gilson Machado Neto",1,
0593,"Manuel Cajuda",1,
0594,"Rui Portugal",1,
0595,"Sam The Kid",1,
0595,"Manuel Saraiva",1,
0596,"Sam The Kid",1,
0596,Possessivo,1,
0596,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0596,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0597,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0597,"Maria Cerqueira Gomes",1,https://upload.wikimedia.org/wikipedia/commons/4/46/Maria_Cerqueira_Gomes.png
0597,"Francisco Menezes",1,
0597,"Rita Pereira",1,
0597,"Rúben Rua",1,https://www.imdb.com/name/nm4043995/
0598,"Marcelo Rebelo de Sousa",1,https://upload.wikimedia.org/wikipedia/commons/6/61/Marcelo_Rebelo_de_Sousa_em_2018.jpg
0599,"Salvador Martinha",1,
0599,"O Caminho do Humor",1,
0600,"Casting do Novo Anúncio do Ferrero Rocher",1,
0601,"Fãns de Marco Paulo",1,
0601,"Marco Paulo",1,
0601,"Dona São",1,
0602,"Joana Cruz",1,
0603,Neymar,1,
0604,2020,1,
0604,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0604,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0604,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0604,"Cláudio Ramos",1,https://www.atelevisao.com/wp-content/uploads/2024/03/Claudio-Ramos-2-860x490.jpg
0604,"Maria Botelho Moniz",1,
0604,Madonna,1,
0604,Piruka,1,
0604,"Sporting Clube de Portugal",1,
0604,"Francisco Varandas",1,
0605,"Adriano Maranhão",1,
0605,"Lili Caneças",1,https://upload.wikimedia.org/wikipedia/commons/9/9a/Lili_Cane%C3%A7as_%28XXII_Globos_de_Ouro%2C_2017%29.png
0605,"Joacine Katar Moreira",1,
0605,Wuant,1,
0605,"Fátima Campos Ferreira",1,https://cision-wp-files.s3.amazonaws.com/pt/wp-content/uploads/2020/09/11120339/Fatima-Campos1.png
0605,"Cláudio Viana",1,
0605,"Hélder Teixeira",1,
0605,"Manuel Fernandes",1,
0605,"Rui Santos",1,
0605,"Cinha Jardim",1,
0605,"Rodrigo Guedes de Carvalho",1,
0605,"Sancha Trindade",1,
0606,"Fátima Campos Ferreira",1,https://cision-wp-files.s3.amazonaws.com/pt/wp-content/uploads/2020/09/11120339/Fatima-Campos1.png
0606,"Sérgio Conceição",1,
0607,"Joana Teles",1,
0607,"José Carlos Malato",1,
0608,"Taróloga Maria Helena",1,
0608,"Diana Chaves",1,
0609,"Manuel Luís Goucha",1,
0609,"Rui Oliveira",1,
0610,"André Ventura",1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Andr%C3%A9_Ventura_VIVA_24.jpg/1024px-Andr%C3%A9_Ventura_VIVA_24.jpg
0611,"Leonor Poeiras",1,
0612,"Cláudio Conde",1,
0613,"Advogados pela verdade",1,
0614,"Marco Paulo",1,
0614,"João Manzarra",1,
0614,"Cláudia Vieira",1,
0615,"António Guerreiro",1,
0615,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0616,"Eduardo Baptista",1,
0617,"Vitorino Silva (Tino de Rans)",1,
0617,"Rui Unas",1,
0618,"Margarida Mercês de Mello",1,
0619,"Margarida Mercês de Mello",1,
0620,"Médicos pela Verdade",1,
0620,"Margarida Oliveira",1,
0620,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0621,Windoh,1,
0622,"Joana Dias",1,
0623,"Joana Dias",1,
0624,"Hélder Teixeira",1,
0624,"Big Brother",1,
0625,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0625,"Pastelaria São Jorge",1,
0625,Influenciadores,1,
0625,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0625,"Alex Silva",1,
0626,"Rui Pedro Brás",1,
0626,"Nuno Eiró",1,
0627,"Rui Santos",1,
0628,Conspiracionistas,1,
0628,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0629,"Diogo Faro",1,
0629,"Festas durante confinamento",1,
0629,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0630,Sea3po,1,
0631,Sea3po,1,
0632,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0632,"Amaro Antunes",1,
0633,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0633,"Márcia Breia",1,
0633,"Virgílio Castelo",1,
0634,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0634,"Pessoas Anti Confinamento",1,
0635,"António Guerreiro",1,
0635,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0636,"Jorge Jesus",1,https://upload.wikimedia.org/wikipedia/commons/1/18/2020-02-17_Encontro_com_T%C3%A9cnico_do_Flamengo%2C_Jorge_Jesus_%28cropped%29.jpg
0636,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0637,"José Castelo Branco",1,https://upload.wikimedia.org/wikipedia/commons/c/c3/Jos%C3%A9_Castelo_Branco_%28J%C3%BAlia%2C_2024%29.png
0637,"Fernando Madureira (macaco)",1,
0638,Scientia,1,
0639,"Joana Amaral Dias",1,https://upload.wikimedia.org/wikipedia/commons/4/42/Foto_JAD_wikipedia.jpg
0640,"JP Simões",1,
0641,"João Loureiro",1,
0642,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0642,"Maria Botelho Moniz",1,
0642,"Lurdes Baeta",1,
0642,"Rita Pereira",1,
0642,"Manuel Luís Goucha",1,
0642,"Cláudio Ramos",1,https://www.atelevisao.com/wp-content/uploads/2024/03/Claudio-Ramos-2-860x490.jpg
0642,"Ana Garcia Martins",1,
0642,"Pedro Teixeira",1,
0643,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0643,"Rita Pereira",2,
0643,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0643,"Marisa Cruz",1,
0643,"Pedro Moutinho",1,
0643,"Pedro Abrunhosa",1,
0643,"Susana Pinto",1,
0644,TVI,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Log%C3%B3tipo_TVI.png/250px-Log%C3%B3tipo_TVI.png
0644,"Rúben Rua",1,https://www.imdb.com/name/nm4043995/
0644,"Nuno Eiró",1,
0644,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0644,"Mónica Jardim",1,
0644,"Alice Alves",1,
0644,"Ana Sofia Cardoso",1,
0644,"Rita Pereira",1,
0644,"Joaquim Sousa Martins",1,
0645,"Festival da Canção",1,
0645,"Fábia Maia",1,
0645,Karetus,1,
0645,Tatanka,1,
0645,"Valéria Carvalho",1,
0645,Mema,1,
0645,"Anne Vitorino de Almeida",1,
0645,"Inês Lopes Gonçalves",1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg/330px-2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg
0645,"Miguel Marôco",1,
0645,"Sara Afonso",1,
0645,Irma,1,
0645,IAN,1,
0646,"Festival da Canção",1,
0646,"Pedro Gonçalves",2,
0646,"Inês Lopes Gonçalves",1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg/330px-2022_-_ContentMakers_HM3_5063_%2852474867465%29_%28cropped%29.jpg
0646,"Da Chick",1,
0646,Tainá,1,
0646,EU.CLIDES,1,
0646,"Joana Alegre",1,
0646,"Ana Tereza",1,
0646,"Carolina Deslandes",1,
0646,"Graciela Coelho",1,
0647,"Pedro Simas",1,
0648,"Luís Filipe Vieira",1,
0648,"Pedro Pinto",1,
0649,"Luís Filipe Vieira",1,
0650,"Paulo Futre",1,
0651,"All Together Now",1,
0652,"All Together Now",1,
0653,Windoh,1,
0654,Windoh,1,
0655,"Liliana Aguiar",1,
0655,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0656,Claudisabel,1,
0656,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0657,"Nuno Graciano",1,
0657,"Nuno Gomes",1,
0657,"Fábio Coentrão",1,
0657,"Muguel Veloso",1,
0657,"Ángel Di María",1,
0657,Mantorras,1,
0658,"Ljubomir Stanisic",1,https://upload.wikimedia.org/wikipedia/commons/a/a2/Ljubomir_Stanisic_%28Time_Out_Lisboa%29.png
0658,"Concorrentes Hell's Kitchen 2021",1,
0659,"Ljubomir Stanisic",1,https://upload.wikimedia.org/wikipedia/commons/a/a2/Ljubomir_Stanisic_%28Time_Out_Lisboa%29.png
0659,"Concorrentes Hell's Kitchen 2021",1,
0660,"Sandra Celas",1,
0660,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0661,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0661,Vicky,1,
0661,Regina,1,
0661,"Nuno Barroso",1,
0661,"Adelaide Ferreira",1,
0662,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0662,"Coro dos Anjos",1,
0662,"Maria Spínola",1,
0662,"Vítor Verdade (Inconveniente)",1,
0663,"Iara Dias",1,
0663,"Matthias Schmelz",1,
0664,"Iara Dias",1,
0664,"Matthias Schmelz",1,
0664,"Agnes Arabela Marques",1,
0665,"Joana Miranda",1,
0665,"Inês Gonçalves",1,
0666,"Rui da Fonseca e Castro",1,
0667,"Rui da Fonseca e Castro",1,
0668,"Porfírio e Silva",1,
0668,"Miguel Ribeiro",1,
0669,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0670,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0670,"Jorge Jesus",1,https://upload.wikimedia.org/wikipedia/commons/1/18/2020-02-17_Encontro_com_T%C3%A9cnico_do_Flamengo%2C_Jorge_Jesus_%28cropped%29.jpg
0671,"Marco Paulo",1,
0672,"Patricia Pontes",1,
0673,"João Beles",1,
0673,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0674,"José Sócrates",1,https://upload.wikimedia.org/wikipedia/commons/7/78/Josesocrates09082006.jpg
0675,"Carminho (não a fadista)",1,
0675,"João Paulo Rodrigues",1,
0676,"Cláudio André",1,
0676,"David Araújo",1,
0677,"Cláudio André",1,
0678,"Cláudio André",1,
0679,"Mafalda da Costa Melo",1,
0679,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0680,"Rute Marques",1,
0681,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0681,"Fred Gomes",1,
0681,"Jorge Coutinho",1,
0682,"Maria Botelho Moniz",1,
0682,"Cláudio Ramos",1,https://www.atelevisao.com/wp-content/uploads/2024/03/Claudio-Ramos-2-860x490.jpg
0682,"Paulo Salvador",1,
0683,"Catarina Furtado",1,
0684,Kapinha,1,
0685,"Jorge Kapinha",1,
0686,"Raquel Varela",1,
0687,"Conceição Queiroz",1,
0688,"Pedro Pinho",1,
0688,"Paulo Futre",1,
0688,"Vítor Pinto",1,
0688,"Octávio Machado",1,
0688,CMTV,1,https://upload.wikimedia.org/wikipedia/en/2/2d/CM_TV_logo.png
0689,"Suzana Garcia",1,
0690,"Suzana Garcia",1,
0691,"Tomás Silva",1,
0692,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0692,"Carolina Patrocínio",1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Carolina_Patroc%C3%ADnio_%28XXII_Globos_de_Ouro%2C_2017%29.png/330px-Carolina_Patroc%C3%ADnio_%28XXII_Globos_de_Ouro%2C_2017%29.png
0693,"Alexandra Lencastre",1,https://m.media-amazon.com/images/M/MV5BZjQwMTI5MWUtNGFkZC00YmVlLWI0YWUtMDJjMDMyZjA4ZDFhXkEyXkFqcGc@._V1_.jpg
0693,"Liliana Campos",1,
0693,"Heitor Lourenço",1,
0694,"Anúncios de Clínicas de Estética",1,
0694,"José Carlos Pereira",1,
0694,"Rita Pereira",1,
0695,"Sportinguistas sofredores",1,
0696,"Sporting Clube de Portugal",1,
0696,"Gabriel Alves",1,
0696,CNL,1,
0696,"Paulinho Coelho",1,
0696,"Pedro Barbosa",1,
0696,"Augusto Inácio",1,
0696,"Nuno Luz",1,
0696,"Rodrigo Guedes de Carvalho",1,
0696,"Eduardo Barroso",1,
0697,"Mónica Sintra",1,
0697,"Diogo Infante",1,
0698,"João Mota",1,
0699,Toy,1,
0700,"Margarida Oliveira",1,
0700,"César Augusto Moniz",1,
0700,"Sérgio Tavares",1,
0700,"Rui da Fonseca e Castro",1,
0701,"Cristiano Ronaldo",1,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/7bcb/live/0154c130-e3a7-11ef-8450-ff58a15d40df.jpg
0702,"Fernando Seara",1,
0703,"Pedro Barroso",1,
0704,"Festival da Eurovisão",1,
0704,"José Carlos Malato",1,
0704,"Nuno Galopim",1,
0705,"Festival da Eurovisão",1,
0705,"Nuno GalopimJosé Carlos Malato",1,
0706,"Quem Quer Namorar com o Agricultor",1,
0706,"Andreia Rodrigues",1,
0706,"Aurélio Pinto",1,
0706,"Luís Feijão",1,
0706,"Tiago Belo",1,
0706,"Ana Palma",1,
0706,"Diogo Moreira",1,
0706,"José Luís Fernandes",1,
0707,"José Gomes Ferreira (jornalista)",1,
0708,"Quem Quer Namorar com o Agricultor",1,
0708,"José Luís Fernandes",1,
0709,"José Gomes Ferreira (jornalista)",1,
0710,"Júlia Palha",1,
0710,"Estamos em Casa",1,
0711,"Jejum intermitente",1,
0711,"Irina Alves",1,
0711,"Cristina Ferreira",1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg/1280px-2022_-_ContentMakers_SZ9_6373_%2852474773638%29_%28cropped%29_%28cropped%29.jpg
0711,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0711,"Pedro Choi",1,
0712,"Marco Paulo",1,
0713,"Marco Paulo",1,
0713,"Ana Marques",1,
0714,"Maria Leal",1,
0714,"Daniel Savate",1,
0715,Domingão,1,
0715,SIC,1,
0715,"João Baião",1,
0715,Emmanuel,1,
0715,"Luciana Abreu",1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png/330px-Luciana_Abreu_%28J%C3%BAlia%2C_2024%29.png
0715,"Inês de Medeiros",1,
0715,"José Malhoa",1,
0716,"João Beles",1,
0716,Covid-19,1,https://upload.wikimedia.org/wikipedia/commons/8/82/SARS-CoV-2_without_background.png
0717,"Fernando Nogueira (Bruxo de Fafe)",1,
0717,"Mestre Alves",1,
0718,"Vanessa Martins",1,
0719,"Dolores Aveiro",1,
0719,Xavier,1,
0720,"Ferro Rodrigues",1,
0720,"Ana Galvão",1,https://images.rr.pt/ana-galvao-20-anos-sic-mulher60000577_base.jpg
0720,"André Ventura",1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Andr%C3%A9_Ventura_VIVA_24.jpg/1024px-Andr%C3%A9_Ventura_VIVA_24.jpg
0721,"Bernardina Brito",1,
0721,"Mãe da Bernardina Brito",1,
0722,"Hugo Strada",1,
0723,Emanuel,1,
0724,"José Alberto Reis",1,
0725,"Becas Lírio",1,
0726,"Becas Lírio",1,
0726,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0727,"O Amor Acontece",1,
0727,"Maria Cerqueira Gomes",1,https://upload.wikimedia.org/wikipedia/commons/4/46/Maria_Cerqueira_Gomes.png
0727,"Catarina Mendes",1,
0727,"Tiago Falcão",1,
0728,"Agnes Arabela",1,
0728,"Catarina Furtado",1,
0728,"Pedro Barroso",1,
0728,"Rita Pereira",1,
0728,"Cláudia Isabel",1,
0729,"Pedro Guerra",1,
0729,"Octávio Lopes",1,
0729,"Luís Filipe Vieira",1,
0730,"Nuno Pereira",1,
0730,"Nuno Luz",1,
0731,"Nuno Pereira",1,
0731,"Nuno Luz",1,
0731,"Joana Marques",1,https://upload.wikimedia.org/wikipedia/commons/5/55/Joana_Marques_na_R%C3%A1dio_Renascen%C3%A7a%2C_Lisboa%2C_Jan.2024_%2853489065110%29_%28cropped%29.jpg
0732,"Suzana Garcia",1,
